full_url,short_url
https://github.com/mberhe26/CS230-Project-1-/blob/main-functionality/url_shortener.py,https://tinyurl.com/2yve67be
https://github.com/mberhe26/CS230-Project-1-/blob/main-functionality/url_shortener.py,https://tinyurl.com/2yve67be
